      xloc      yloc          depth         ave SR         max SR         #     start       end     max SR all       strike 1       strike 2          dip 1          dip 2         rake 1         rake 2
    -50.00    -20.00      19.696190       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -50.00    -15.00      17.272141       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -50.00    -10.00      14.848100       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -50.00     -5.00      12.424050       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -50.00      0.00      10.000000       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -50.00      5.00       7.575950       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -45.00    -20.00      19.696190       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -45.00    -15.00      17.272141       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -45.00    -10.00      14.848100       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -45.00     -5.00      12.424050       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -45.00      0.00      10.000000       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -45.00      5.00       7.575950       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -40.00    -20.00      19.696190       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -40.00    -15.00      17.272141       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -40.00    -10.00      14.848100       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -40.00     -5.00      12.424050       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -40.00      0.00      10.000000       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -40.00      5.00       7.575950       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -35.00    -20.00      19.696190       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -35.00    -15.00      17.272141       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -35.00    -10.00      14.848100       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -35.00     -5.00      12.424050       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -35.00      0.00      10.000000       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -35.00      5.00       7.575950       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -30.00    -20.00      19.696190       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -30.00    -15.00      17.272141       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -30.00    -10.00      14.848100       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -30.00     -5.00      12.424050       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -30.00      0.00      10.000000       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -30.00      5.00       7.575950       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -25.00    -20.00      19.696190       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -25.00    -15.00      17.272141       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -25.00    -10.00      14.848100       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -25.00     -5.00      12.424050       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -25.00      0.00      10.000000       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -25.00      5.00       7.575950       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -20.00    -20.00      19.696190       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -20.00    -15.00      17.272141       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -20.00    -10.00      14.848100       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -20.00     -5.00      12.424050       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -20.00      0.00      10.000000       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -20.00      5.00       7.575950       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -15.00    -20.00      19.696190       0.000000       0.000000         3       2.0       3.0       0.284096     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
